Year,Series,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Units,GeoCode,Value
2022,EU_COV_PENSN,,,,,,,Lemoa,Percentage,Lemoa,20.2
2022,EU_COV_PENSN,,,,,,,Lemoiz,Percentage,Lemoiz,17.8
2023,EU_COV_PENSN,,,,,,,Lemoiz,Percentage,Lemoiz,19.1
2023,EU_COV_PENSN,,,,,,,Leza,Percentage,Leza,27.2
2022,EU_COV_PENSN,,,,,,,Leza,Percentage,Leza,25.5
2023,EU_COV_PENSN,,,,,,,Lezama,Percentage,Lezama,24.4
2022,EU_COV_PENSN,,,,,,,Lezama,Percentage,Lezama,24.2
2023,EU_COV_PENSN,,,,,,,Lezo,Percentage,Lezo,24.6
2022,EU_COV_PENSN,,,,,,,Lezo,Percentage,Lezo,24.5
2023,EU_COV_PENSN,,,,,,,Lizartza,Percentage,Lizartza,28.2
2022,EU_COV_PENSN,,,,,,,Lizartza,Percentage,Lizartza,28.9
2023,EU_COV_PENSN,,,,,,,Loiu,Percentage,Loiu,24.4
2022,EU_COV_PENSN,,,,,,,Loiu,Percentage,Loiu,24.0
2023,EU_COV_PENSN,,,,,,,Mallabia,Percentage,Mallabia,31.3
2022,EU_COV_PENSN,,,,,,,Mallabia,Percentage,Mallabia,31.0
2023,EU_COV_PENSN,,,,,,,Mañaria,Percentage,Mañaria,24.2
2022,EU_COV_PENSN,,,,,,,Mañaria,Percentage,Mañaria,23.8
2022,EU_COV_PENSN,,,,,,,Markina-Xemein,Percentage,Markina-Xemein,27.5
2023,EU_COV_PENSN,,,,,,,Markina-Xemein,Percentage,Markina-Xemein,27.8
2022,EU_COV_PENSN,,,,,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,24.8
2023,EU_COV_PENSN,,,,,,,Maruri-Jatabe,Percentage,Maruri-Jatabe,23.9
2023,EU_COV_PENSN,,,,,,,Mendaro,Percentage,Mendaro,20.8
2022,EU_COV_PENSN,,,,,,,Mendaro,Percentage,Mendaro,21.3
2023,EU_COV_PENSN,,,,,,,Mendata,Percentage,Mendata,25.9
2022,EU_COV_PENSN,,,,,,,Mendata,Percentage,Mendata,24.6
2023,EU_COV_PENSN,,,,,,,Mendexa,Percentage,Mendexa,23.6
2022,EU_COV_PENSN,,,,,,,Mendexa,Percentage,Mendexa,23.1
2023,EU_COV_PENSN,,,,,,,Meñaka,Percentage,Meñaka,23.9
2022,EU_COV_PENSN,,,,,,,Meñaka,Percentage,Meñaka,24.3
2023,EU_COV_PENSN,,,,,,,Moreda de Álava/Moreda Araba,Percentage,Moreda de Álava/Moreda Araba,23.7
2022,EU_COV_PENSN,,,,,,,Moreda de Álava/Moreda Araba,Percentage,Moreda de Álava/Moreda Araba,21.5
2023,EU_COV_PENSN,,,,,,,Morga,Percentage,Morga,27.4
2022,EU_COV_PENSN,,,,,,,Morga,Percentage,Morga,25.6
2022,EU_COV_PENSN,,,,,,,Mundaka,Percentage,Mundaka,26.2
2023,EU_COV_PENSN,,,,,,,Mundaka,Percentage,Mundaka,27.0
2022,EU_COV_PENSN,,,,,,,Mungia,Percentage,Mungia,21.1
2023,EU_COV_PENSN,,,,,,,Mungia,Percentage,Mungia,21.1
2022,EU_COV_PENSN,,,,,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,25.9
2023,EU_COV_PENSN,,,,,,,Munitibar-Arbatzegi Gerrikaitz,Percentage,Munitibar-Arbatzegi Gerrikaitz,27.1
2022,EU_COV_PENSN,,,,,,,Murueta,Percentage,Murueta,21.7
2023,EU_COV_PENSN,,,,,,,Murueta,Percentage,Murueta,22.8
2023,EU_COV_PENSN,,,,,,,Muskiz,Percentage,Muskiz,22.9
2022,EU_COV_PENSN,,,,,,,Muskiz,Percentage,Muskiz,23.0
2023,EU_COV_PENSN,,,,,,,Mutiloa,Percentage,Mutiloa,25.6
2022,EU_COV_PENSN,,,,,,,Mutiloa,Percentage,Mutiloa,26.7
2022,EU_COV_PENSN,,,,,,,Mutriku,Percentage,Mutriku,26.8
2023,EU_COV_PENSN,,,,,,,Mutriku,Percentage,Mutriku,27.4
2022,EU_COV_PENSN,,,,,,,Muxika,Percentage,Muxika,24.6
2023,EU_COV_PENSN,,,,,,,Muxika,Percentage,Muxika,24.9
2023,EU_COV_PENSN,,,,,,,Nabarniz,Percentage,Nabarniz,25.4
2022,EU_COV_PENSN,,,,,,,Nabarniz,Percentage,Nabarniz,25.7
2023,EU_COV_PENSN,,,,,,,Navaridas,Percentage,Navaridas,18.7
2022,EU_COV_PENSN,,,,,,,Navaridas,Percentage,Navaridas,19.3
2022,EU_COV_PENSN,,,,,,,Oiartzun,Percentage,Oiartzun,24.7
2023,EU_COV_PENSN,,,,,,,Oiartzun,Percentage,Oiartzun,25.2
2023,EU_COV_PENSN,,,,,,,Okondo,Percentage,Okondo,19.2
2022,EU_COV_PENSN,,,,,,,Okondo,Percentage,Okondo,19.4
2023,EU_COV_PENSN,,,,,,,Olaberria,Percentage,Olaberria,26.4
2022,EU_COV_PENSN,,,,,,,Olaberria,Percentage,Olaberria,27.4
2022,EU_COV_PENSN,,,,,,,Ondarroa,Percentage,Ondarroa,31.7
2023,EU_COV_PENSN,,,,,,,Ondarroa,Percentage,Ondarroa,31.9
2022,EU_COV_PENSN,,,,,,,Oñati,Percentage,Oñati,28.9
2023,EU_COV_PENSN,,,,,,,Oñati,Percentage,Oñati,28.7
2022,EU_COV_PENSN,,,,,,,Ordizia,Percentage,Ordizia,23.5
2023,EU_COV_PENSN,,,,,,,Ordizia,Percentage,Ordizia,23.0
2022,EU_COV_PENSN,,,,,,,Orendain,Percentage,Orendain,20.2
2023,EU_COV_PENSN,,,,,,,Orendain,Percentage,Orendain,19.5
2023,EU_COV_PENSN,,,,,,,Orexa,Percentage,Orexa,21.6
2022,EU_COV_PENSN,,,,,,,Orexa,Percentage,Orexa,24.3
2023,EU_COV_PENSN,,,,,,,Orio,Percentage,Orio,21.7
2022,EU_COV_PENSN,,,,,,,Orio,Percentage,Orio,21.1
2022,EU_COV_PENSN,,,,,,,Ormaiztegi,Percentage,Ormaiztegi,27.4
2023,EU_COV_PENSN,,,,,,,Ormaiztegi,Percentage,Ormaiztegi,27.9
2023,EU_COV_PENSN,,,,,,,Orozko,Percentage,Orozko,21.4
2022,EU_COV_PENSN,,,,,,,Orozko,Percentage,Orozko,21.0
2022,EU_COV_PENSN,,,,,,,Ortuella,Percentage,Ortuella,24.8
2023,EU_COV_PENSN,,,,,,,Ortuella,Percentage,Ortuella,24.8
2022,EU_COV_PENSN,,,,,,,Otxandio,Percentage,Otxandio,24.9
2023,EU_COV_PENSN,,,,,,,Otxandio,Percentage,Otxandio,25.4
2023,EU_COV_PENSN,,,,,,,Oyón-Oion,Percentage,Oyón-Oion,18.5
2022,EU_COV_PENSN,,,,,,,Oyón-Oion,Percentage,Oyón-Oion,18.1
2023,EU_COV_PENSN,,,,,,,Pasaia,Percentage,Pasaia,26.1
2022,EU_COV_PENSN,,,,,,,Pasaia,Percentage,Pasaia,26.6
2022,EU_COV_PENSN,,,,,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,16.9
2023,EU_COV_PENSN,,,,,,,Peñacerrada-Urizaharra,Percentage,Peñacerrada-Urizaharra,17.5
2023,EU_COV_PENSN,,,,,,,Plentzia,Percentage,Plentzia,20.3
2022,EU_COV_PENSN,,,,,,,Plentzia,Percentage,Plentzia,20.3
2022,EU_COV_PENSN,,,,,,,Portugalete,Percentage,Portugalete,29.2
2023,EU_COV_PENSN,,,,,,,Portugalete,Percentage,Portugalete,29.3
2022,EU_COV_PENSN,,,,,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,14.4
2023,EU_COV_PENSN,,,,,,,Ribera Baja/Erribera Beitia,Percentage,Ribera Baja/Erribera Beitia,14.8
2023,EU_COV_PENSN,,,,,,,Samaniego,Percentage,Samaniego,26.6
2022,EU_COV_PENSN,,,,,,,Samaniego,Percentage,Samaniego,28.3
2022,EU_COV_PENSN,,,,,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,29.2
2023,EU_COV_PENSN,,,,,,,San Millán/Donemiliaga,Percentage,San Millán/Donemiliaga,29.4
2022,EU_COV_PENSN,,,,,,,Santurtzi,Percentage,Santurtzi,25.8
2023,EU_COV_PENSN,,,,,,,Santurtzi,Percentage,Santurtzi,25.8
2022,EU_COV_PENSN,,,,,,,Segura,Percentage,Segura,25.0
2023,EU_COV_PENSN,,,,,,,Segura,Percentage,Segura,25.8
2023,EU_COV_PENSN,,,,,,,Sestao,Percentage,Sestao,26.5
2022,EU_COV_PENSN,,,,,,,Sestao,Percentage,Sestao,26.9
2022,EU_COV_PENSN,,,,,,,Sondika,Percentage,Sondika,23.6
2023,EU_COV_PENSN,,,,,,,Sondika,Percentage,Sondika,24.2
2022,EU_COV_PENSN,,,,,,,Sopela,Percentage,Sopela,18.1
2023,EU_COV_PENSN,,,,,,,Sopela,Percentage,Sopela,18.3
2023,EU_COV_PENSN,,,,,,,Sopuerta,Percentage,Sopuerta,22.2
2022,EU_COV_PENSN,,,,,,,Sopuerta,Percentage,Sopuerta,22.3
2023,EU_COV_PENSN,,,,,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,30.6
2022,EU_COV_PENSN,,,,,,,Soraluze/Placencia de las Armas,Percentage,Soraluze/Placencia de las Armas,30.0
2022,EU_COV_PENSN,,,,,,,Sukarrieta,Percentage,Sukarrieta,24.4
2023,EU_COV_PENSN,,,,,,,Sukarrieta,Percentage,Sukarrieta,23.6
2023,EU_COV_PENSN,,,,,,,Tolosa,Percentage,Tolosa,27.6
2022,EU_COV_PENSN,,,,,,,Tolosa,Percentage,Tolosa,27.6
2022,EU_COV_PENSN,,,,,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,23.8
2023,EU_COV_PENSN,,,,,,,Trucios-Turtzioz,Percentage,Trucios-Turtzioz,24.1
2023,EU_COV_PENSN,,,,,,,Ubide,Percentage,Ubide,23.1
2022,EU_COV_PENSN,,,,,,,Ubide,Percentage,Ubide,23.4
2023,EU_COV_PENSN,,,,,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,26.5
2022,EU_COV_PENSN,,,,,,,Ugao-Miraballes,Percentage,Ugao-Miraballes,26.2
2023,EU_COV_PENSN,,,,,,,Urduliz,Percentage,Urduliz,16.6
2022,EU_COV_PENSN,,,,,,,Urduliz,Percentage,Urduliz,16.8
2022,EU_COV_PENSN,,,,,,,Urduña/Orduña,Percentage,Urduña/Orduña,26.7
2023,EU_COV_PENSN,,,,,,,Urduña/Orduña,Percentage,Urduña/Orduña,26.2
2022,EU_COV_PENSN,,,,,,,Urkabustaiz,Percentage,Urkabustaiz,17.9
2023,EU_COV_PENSN,,,,,,,Urkabustaiz,Percentage,Urkabustaiz,18.0
2023,EU_COV_PENSN,,,,,,,Urnieta,Percentage,Urnieta,21.5
2022,EU_COV_PENSN,,,,,,,Urnieta,Percentage,Urnieta,20.8
2022,EU_COV_PENSN,,,,,,,Urretxu,Percentage,Urretxu,24.3
2023,EU_COV_PENSN,,,,,,,Urretxu,Percentage,Urretxu,24.4
2022,EU_COV_PENSN,,,,,,,Usurbil,Percentage,Usurbil,24.2
2023,EU_COV_PENSN,,,,,,,Usurbil,Percentage,Usurbil,23.5
2022,EU_COV_PENSN,,,,,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,23.6
2023,EU_COV_PENSN,,,,,,,Valdegovía/Gaubea,Percentage,Valdegovía/Gaubea,24.3
2022,EU_COV_PENSN,,,,,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,27.3
2023,EU_COV_PENSN,,,,,,,Valle de Trápaga-Trapagaran,Percentage,Valle de Trápaga-Trapagaran,27.4
2022,EU_COV_PENSN,,,,,,,Villabona,Percentage,Villabona,25.8
2023,EU_COV_PENSN,,,,,,,Villabona,Percentage,Villabona,26.1
2023,EU_COV_PENSN,,,,,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,35.1
2022,EU_COV_PENSN,,,,,,,Villabuena de Álava/Eskuernaga,Percentage,Villabuena de Álava/Eskuernaga,35.5
2022,EU_COV_PENSN,,,,,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,24.4
2023,EU_COV_PENSN,,,,,,,Vitoria-Gasteiz,Percentage,Vitoria-Gasteiz,24.5
2022,EU_COV_PENSN,,,,,,,Yécora/Iekora,Percentage,Yécora/Iekora,33.3
2023,EU_COV_PENSN,,,,,,,Yécora/Iekora,Percentage,Yécora/Iekora,31.2
2023,EU_COV_PENSN,,,,,,,Zaldibar,Percentage,Zaldibar,26.7
2022,EU_COV_PENSN,,,,,,,Zaldibar,Percentage,Zaldibar,26.5
2023,EU_COV_PENSN,,,,,,,Zaldibia,Percentage,Zaldibia,25.5
2022,EU_COV_PENSN,,,,,,,Zaldibia,Percentage,Zaldibia,26.6
2023,EU_COV_PENSN,,,,,,,Zalduondo,Percentage,Zalduondo,15.9
2022,EU_COV_PENSN,,,,,,,Zalduondo,Percentage,Zalduondo,17.4
2023,EU_COV_PENSN,,,,,,,Zalla,Percentage,Zalla,25.4
2022,EU_COV_PENSN,,,,,,,Zalla,Percentage,Zalla,25.2
2022,EU_COV_PENSN,,,,,,,Zambrana,Percentage,Zambrana,23.6
2023,EU_COV_PENSN,,,,,,,Zambrana,Percentage,Zambrana,23.6
2022,EU_COV_PENSN,,,,,,,Zamudio,Percentage,Zamudio,26.3
2023,EU_COV_PENSN,,,,,,,Zamudio,Percentage,Zamudio,26.7
2022,EU_COV_PENSN,,,,,,,Zaratamo,Percentage,Zaratamo,23.8
2023,EU_COV_PENSN,,,,,,,Zaratamo,Percentage,Zaratamo,24.2
2022,EU_COV_PENSN,,,,,,,Zarautz,Percentage,Zarautz,22.8
2023,EU_COV_PENSN,,,,,,,Zarautz,Percentage,Zarautz,23.2
2023,EU_COV_PENSN,,,,,,,Zeanuri,Percentage,Zeanuri,26.3
2022,EU_COV_PENSN,,,,,,,Zeanuri,Percentage,Zeanuri,25.4
2023,EU_COV_PENSN,,,,,,,Zeberio,Percentage,Zeberio,21.4
2022,EU_COV_PENSN,,,,,,,Zeberio,Percentage,Zeberio,21.2
2023,EU_COV_PENSN,,,,,,,Zegama,Percentage,Zegama,28.2
2022,EU_COV_PENSN,,,,,,,Zegama,Percentage,Zegama,27.3
2022,EU_COV_PENSN,,,,,,,Zerain,Percentage,Zerain,29.5
2023,EU_COV_PENSN,,,,,,,Zerain,Percentage,Zerain,29.2
2022,EU_COV_PENSN,,,,,,,Zestoa,Percentage,Zestoa,23.0
2023,EU_COV_PENSN,,,,,,,Zestoa,Percentage,Zestoa,23.0
2023,EU_COV_PENSN,,,,,,,Zierbena,Percentage,Zierbena,14.8
2022,EU_COV_PENSN,,,,,,,Zierbena,Percentage,Zierbena,13.8
2023,EU_COV_PENSN,,,,,,,Zigoitia,Percentage,Zigoitia,24.7
2022,EU_COV_PENSN,,,,,,,Zigoitia,Percentage,Zigoitia,23.9
2022,EU_COV_PENSN,,,,,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,21.2
2023,EU_COV_PENSN,,,,,,,Ziortza-Bolibar,Percentage,Ziortza-Bolibar,21.1
2023,EU_COV_PENSN,,,,,,,Zizurkil,Percentage,Zizurkil,24.8
2022,EU_COV_PENSN,,,,,,,Zizurkil,Percentage,Zizurkil,24.9
2022,EU_COV_PENSN,,,,,,,Zuia,Percentage,Zuia,20.1
2023,EU_COV_PENSN,,,,,,,Zuia,Percentage,Zuia,20.6
2022,EU_COV_PENSN,,,,,,,Zumaia,Percentage,Zumaia,21.9
2023,EU_COV_PENSN,,,,,,,Zumaia,Percentage,Zumaia,22.2
2022,EU_COV_PENSN,,,,,,,Zumarraga,Percentage,Zumarraga,27.9
2023,EU_COV_PENSN,,,,,,,Zumarraga,Percentage,Zumarraga,28.3
2023,EU_COV_PENSN,,,,,,ES0101,,Percentage,ES0101,20.4
2022,EU_COV_PENSN,,,,,,ES0101,,Percentage,ES0101,19.9
2022,EU_COV_PENSN,,,,,,ES0104,,Percentage,ES0104,22.7
2023,EU_COV_PENSN,,,,,,ES0104,,Percentage,ES0104,22.8
2023,EU_COV_PENSN,,,,,,ES0106,,Percentage,ES0106,25.5
2022,EU_COV_PENSN,,,,,,ES0106,,Percentage,ES0106,25.4
2022,EU_COV_PENSN,,,,,,ES0102,,Percentage,ES0102,24.0
2023,EU_COV_PENSN,,,,,,ES0102,,Percentage,ES0102,24.2
2023,EU_COV_PENSN,,,,,,ES0103,,Percentage,ES0103,27.1
2022,EU_COV_PENSN,,,,,,ES0103,,Percentage,ES0103,27.2
2023,EU_COV_PENSN,,,,,,ES4801,,Percentage,ES4801,24.3
2022,EU_COV_PENSN,,,,,,ES4801,,Percentage,ES4801,24.2
2023,EU_COV_PENSN,,,,,,ES2001,,Percentage,ES2001,25.3
2022,EU_COV_PENSN,,,,,,ES2001,,Percentage,ES2001,25.1
2022,EU_COV_PENSN,,,,,,ES4802,,Percentage,ES4802,26.1
2023,EU_COV_PENSN,,,,,,ES4802,,Percentage,ES4802,26.1
2023,EU_COV_PENSN,,,,,,ES2002,,Percentage,ES2002,28.6
2022,EU_COV_PENSN,,,,,,ES2002,,Percentage,ES2002,28.6
2023,EU_COV_PENSN,,,,,,ES2003,,Percentage,ES2003,29.1
2022,EU_COV_PENSN,,,,,,ES2003,,Percentage,ES2003,29.1
2022,EU_COV_PENSN,,,,,,ES2004,,Percentage,ES2004,26.7
2023,EU_COV_PENSN,,,,,,ES2004,,Percentage,ES2004,26.7
2022,EU_COV_PENSN,,,,,,ES4803,,Percentage,ES4803,24.6
2023,EU_COV_PENSN,,,,,,ES4803,,Percentage,ES4803,24.8
2023,EU_COV_PENSN,,,,,,ES4804,,Percentage,ES4804,25.4
2022,EU_COV_PENSN,,,,,,ES4804,,Percentage,ES4804,25.2
2022,EU_COV_PENSN,,,,,,ES4805,,Percentage,ES4805,28.1
2023,EU_COV_PENSN,,,,,,ES4805,,Percentage,ES4805,27.9
2023,EU_COV_PENSN,,,,,,ES2005,,Percentage,ES2005,25.6
2022,EU_COV_PENSN,,,,,,ES2005,,Percentage,ES2005,25.6
2022,EU_COV_PENSN,,,,,,ES0105,,Percentage,ES0105,21.8
2023,EU_COV_PENSN,,,,,,ES0105,,Percentage,ES0105,22.0
2022,EU_COV_PENSN,,,,,,ES4806,,Percentage,ES4806,29.6
2023,EU_COV_PENSN,,,,,,ES4806,,Percentage,ES4806,29.8
2022,EU_COV_PENSN,,,,,,ES4807,,Percentage,ES4807,19.9
2023,EU_COV_PENSN,,,,,,ES4807,,Percentage,ES4807,20.0
2022,EU_COV_PENSN,,,,,,ES2006,,Percentage,ES2006,25.9
2023,EU_COV_PENSN,,,,,,ES2006,,Percentage,ES2006,25.9
2022,EU_COV_PENSN,,,,,,ES2007,,Percentage,ES2007,22.8
2023,EU_COV_PENSN,,,,,,ES2007,,Percentage,ES2007,22.9
2023,EU_COV_PENSN,,,,,Araba/Álava,,,Percentage,Araba/Álava,24.2
2022,EU_COV_PENSN,,,,,Araba/Álava,,,Percentage,Araba/Álava,24.0
2023,EU_COV_PENSN,,,,,Bizkaia,,,Percentage,Bizkaia,25.8
2022,EU_COV_PENSN,,,,,Bizkaia,,,Percentage,Bizkaia,25.8
2023,EU_COV_PENSN,,,,,Gipuzkoa,,,Percentage,Gipuzkoa,26.3
2022,EU_COV_PENSN,,,,,Gipuzkoa,,,Percentage,Gipuzkoa,26.3
2023,EU_COV_RGI,,,,,,,,"Per 1,000 people",,52.5
2020,EU_COV_RGI,,,,,,,,"Per 1,000 people",,50.9
2019,EU_COV_RGI,,,,,,,,"Per 1,000 people",,50.9
2022,EU_COV_RGI,,,,,,,,"Per 1,000 people",,53.5
2021,EU_COV_RGI,,,,,,,,"Per 1,000 people",,53.0
2023,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,29.6
2016,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,29.3
2019,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,30.3
2011,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,25.6
2017,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,27.7
2020,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,30.2
2012,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,26.6
2014,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,30.2
2013,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,28.9
2010,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,25.3
2021,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,31.4
2018,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,25.3
2022,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,29.5
2015,EU_COV_RGI,,TIT,,,,,,"Per 1,000 people",,29.8
2012,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,13.7
2017,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,14.5
2016,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,16.5
2020,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,15.0
2010,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,11.8
2021,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,13.1
2015,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,16.2
2013,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,16.5
2011,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,12.4
2014,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,15.0
2018,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,12.3
2019,EU_COV_RGI,,TIT,,,,,Abadiño,"Per 1,000 people",Abadiño,13.9
2014,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2018,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2019,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.2
2012,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2010,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2020,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2016,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2015,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,3.2
2021,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2011,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2013,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2017,EU_COV_RGI,,TIT,,,,,Abaltzisketa,"Per 1,000 people",Abaltzisketa,0.0
2018,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,28.8
2016,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,38.6
2014,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,40.4
2010,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,30.9
2019,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,26.8
2012,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,32.8
2011,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,29.8
2021,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,24.2
2013,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,37.6
2017,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,35.3
2020,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,28.5
2015,EU_COV_RGI,,TIT,,,,,Abanto y Ciérvana-Abanto Zierbena,"Per 1,000 people",Abanto y Ciérvana-Abanto Zierbena,37.1
2018,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2012,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,17.7
2017,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,8.3
2011,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,13.4
2010,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,8.9
2014,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,12.9
2021,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2016,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,14.6
2013,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,15.0
2015,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,17.2
2020,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,4.2
2019,EU_COV_RGI,,TIT,,,,,Aduna,"Per 1,000 people",Aduna,2.1
2015,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,44.4
2017,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,21.8
2020,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,28.2
2016,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,30.1
2010,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,30.1
2014,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,41.3
2021,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,27.0
2011,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,33.9
2013,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,38.7
2012,EU_COV_RGI,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,38.0
